day,Longitude,Latitude,Area,new_cases,state,county
4,109.60552031033306,23.117448382037534,10470,2,广西,贵港
4,108.66058016842224,21.986593539484296,10884,3,广西,钦州
4,109.22745819590092,23.75654676260728,13411,1,广西,来宾
4,114.52140317439488,38.04829153846363,14530,3,河北,石家庄
4,116.84558075595014,38.31021514110704,13488,1,河北,沧州
4,114.5114622561298,37.07668595096609,12143,3,河北,邢台
4,114.5456282282352,36.631262731204046,12047,4,河北,邯郸
4,118.1864594720398,39.63658372414733,13829,5,河北,唐山
4,116.69058173342547,39.54336666275853,6420,1,河北,廊坊
4,114.89257223145164,40.7732372026915,36303,2,河北,张家口
4,115.6754061376161,37.745191408077424,8758,2,河北,衡水
4,117.9693975099668,40.95785601233803,39719,1,河北,承德
4,102.83944512326052,24.886272111644136,21000,3,云南,昆明
4,100.80344682455636,22.013601254764165,19100,1,云南,西双版纳
4,102.55356029311,24.35771094244625,15300,1,云南,玉溪
4,100.16212100931848,25.708468324967736,29500,1,云南,大理
4,109.51855670139908,18.25873629174785,1918,8,海南,三亚
4,108.65856652679174,19.10110473128863,2272,1,海南,东方
4,112.75959475565928,37.69283940975972,16391,5,山西,晋中
4,111.15044967529184,37.52449774957712,21140,1,山西,吕梁
4,113.12255886984902,36.2012683721548,13954,2,山西,长治
4,113.58761666287546,37.862360847859385,4559,1,山西,阳泉
4,123.47109664482264,41.68383006919066,12860,5,辽宁,沈阳
4,121.62163148459284,38.9189536667856,13238,1,辽宁,大连
4,124.3615472815908,40.00640870559368,15047,1,辽宁,丹东
4,120.8433983399283,40.71736443636189,10440,1,辽宁,葫芦岛
4,106.63657676352776,26.653324822309752,8035,3,贵州,贵阳
4,105.2985887950112,27.29021508342595,26852,2,贵州,毕节
4,104.63242008306302,35.586832926561875,20330,2,甘肃,定西
4,104.1444508283435,36.55082533041454,21210,1,甘肃,白银
4,102.91758468825805,34.98913990996821,4384,1,甘肃,甘南
4,107.6493856959542,35.71521598356201,27119,1,甘肃,庆阳
4,125.3306020759069,43.82195350104314,24592,1,吉林,长春
4,124.35648155715892,43.171993571561,10296,1,吉林,四平
4,125.15042516688747,42.89405500574631,5125,2,吉林,辽源
4,129.4773763202274,42.91574303372181,43474,1,吉林,延边
4,109.95979863201062,40.62714122474678,27768,2,内蒙古,包头
4,119.78486907317954,49.172732795190655,260239,2,内蒙古,呼伦贝尔
4,106.23849358740016,38.4924600555096,8874,5,宁夏,银川
4,106.20537126663626,38.00371291345338,21420,1,宁夏,吴忠
4,87.62443993536046,43.83076320429048,13788,3,新疆,乌鲁木齐
4,106.77551310771156,31.85768560264537,1407,1,新疆,巴州
4,101.78445017050856,36.62338469651661,7524,1,青海,西宁
5,114.31158155473231,30.598466736400987,8483,1501,湖北,武汉
5,113.96346265773938,30.924526261070227,8941,255,湖北,孝感
5,114.8784904841078,30.4593588576181,17453,90,湖北,黄冈
5,113.38945001822157,31.6965167723283,9616,81,湖北,随州
5,112.24552262926136,30.340842107742912,14456,84,湖北,荆州
5,112.12853720100244,32.014796804669224,19626,51,湖北,襄阳
5,115.0455329089436,30.2052078489416,4583,69,湖北,黄石
5,111.29254921035434,30.69744648449237,21081,47,湖北,宜昌
5,112.20639298023002,31.041732575569625,12100,45,湖北,荆门
5,114.901607388271,30.39657217331699,1582,48,湖北,鄂州
5,114.32851909026844,29.84705594764649,10019,44,湖北,咸宁
5,110.80452956069568,32.63506185840116,23698,42,湖北,十堰
5,113.44960935856368,30.33358775114635,2538,42,湖北,仙桃
5,113.17240916632808,30.66962183009948,2622,25,湖北,天门
5,112.9054740908161,30.40835793241892,2004,10,湖北,潜江
5,114.06455183658753,22.548456637984177,1998,20,广东,深圳
5,113.27143134445974,23.13533630669501,7249,29,广东,广州
5,113.12851219549718,23.02775875078891,3798,7,广东,佛山
5,113.75842045787648,23.02730841164339,2460,6,广东,东莞
5,113.39942236263188,22.5223146707905,40,2,广东,中山
5,114.4235580165817,23.1163588547256,11347,4,广东,惠州
5,116.68852864054833,23.35909171772515,2199,2,广东,汕头
5,112.47148894063037,23.052888771125616,14891,1,广东,肇庆
5,113.08855619524044,22.584603880965,9505,2,广东,江门
5,114.7074462729064,23.749684370959752,15654,1,广东,河源
5,114.09748283304512,32.15301454753105,18916,12,河南,信阳
5,112.53450131351325,32.99656220465144,26511,7,河南,南阳
5,113.63141920733916,34.75343885045448,7568,10,河南,郑州
5,114.02847078173272,33.01784241674367,15086,8,河南,驻马店
5,115.66244933826238,34.4202016658586,10703,7,河南,商丘
5,114.7079826661061,33.643083575264406,11961,1,河南,周口
5,113.19952856052156,33.772050748691015,7910,5,河南,平顶山
5,114.39950042177432,36.10594098401491,7352,3,河南,安阳
5,113.85847553685502,34.04143161161871,4979,2,河南,许昌
5,112.4594212983115,34.62426277921943,15236,3,河南,洛阳
5,114.32076511162192,34.80401391129182,6239,2,河南,开封
5,113.24854783457334,35.22096325403899,3972,1,河南,焦作
5,114.30359364247649,35.7523574114,2140,1,河南,鹤壁
5,112.60858070620743,35.072907226846525,1899,1,河南,济源
5,112.94547319535287,28.23488939994364,11816,11,湖南,长沙
5,113.13548942422142,29.3631782939259,14858,14,湖南,岳阳
5,111.474432885931,27.245270272808565,20822,9,湖南,邵阳
5,111.70545217995836,29.03774999940688,18176,2,湖南,常德
5,112.00150349288418,27.703208596991583,8110,2,湖南,娄底
5,113.14047079776428,27.833567639016444,11248,5,湖南,株洲
5,112.36151595471031,28.559711178489888,12320,2,湖南,益阳
5,111.61945505792228,26.42586411790009,22259,6,湖南,永州
5,110.00851426537254,27.57516090297852,27573,2,湖南,怀化
5,113.02146049909462,25.776683273601865,19342,4,湖南,郴州
5,112.95046418076468,27.835702227135585,5005,1,湖南,湘潭
5,110.48553254695402,29.12281556255188,9534,2,湖南,张家界
5,117.23344266497664,31.826577833686887,11496,11,安徽,合肥
5,115.8204361249132,32.89606099485221,10119,10,安徽,阜阳
5,117.39551332813694,32.921523704350825,5959,24,安徽,蚌埠
5,115.7844632112745,33.850642695788835,8429,6,安徽,亳州
5,117.1212827542562,30.53922247681024,13528,6,安徽,安庆
5,116.52640966418568,31.741450815322555,15351,5,安徽,六安
5,118.43943137653524,31.358536655799263,6026,1,安徽,芜湖
5,116.97054394561262,33.65209532645213,9787,2,安徽,宿州
5,117.81847679445748,30.95123323991339,2992,2,安徽,铜陵
5,116.8045372670298,33.96165630027632,2732,5,安徽,淮北
5,117.00638885071616,32.63184739905333,5650,2,安徽,淮南
5,115.8645894423166,28.68945529506072,7195,13,江西,南昌
5,115.96066124030492,29.666660847999456,19077,3,江西,九江
5,114.9235346513963,27.823578697788587,3160,9,江西,新余
5,117.94945960312224,28.460625921851733,22737,8,江西,上饶
5,114.4235636759064,27.820856421848216,19668,8,江西,宜春
5,114.9405033729825,25.83517610349765,39363,7,江西,赣州
5,116.36453876864373,27.954892253419565,18798,10,江西,抚州
5,113.89369655407104,27.664752547951164,3830,1,江西,萍乡
5,115.00051072001251,27.119726826070448,25285,1,江西,吉安
5,117.0755754270272,28.26578706319141,3560,1,江西,鹰潭
5,120.59241222959322,31.303564074441766,8395,9,江苏,苏州
5,118.80242172124584,32.06465288561847,6586,5,江苏,南京
5,117.29057543439453,34.21266655011306,11445,4,江苏,徐州
5,119.11976413248364,33.55666778025387,9816,3,江苏,淮安
5,120.318583288106,31.498809732685714,4572,3,江苏,无锡
5,120.90159173866184,31.98654943120089,8397,2,江苏,南通
5,119.98148471327892,31.81579565332784,4372,2,江苏,常州
5,119.9295663378548,32.4606750493083,5788,1,江苏,泰州
5,119.22862133316607,34.60224952526725,7614,2,江苏,连云港
5,119.41941890822996,32.40067693609037,6504,2,江苏,扬州
5,118.28157403570836,33.96774971569008,8405,1,江苏,宿迁
5,119.43048944567384,32.19471592052375,3631,1,江苏,镇江
5,120.38945519114628,36.07222749666322,11290,2,山东,青岛
5,117.12639941261048,36.65655420178723,10244,6,山东,济南
5,118.36353300501388,35.11067124236514,17191,3,山东,临沂
5,116.59361234853988,35.420177394529645,11187,3,山东,济宁
5,121.45441541730196,37.470038383730525,13865,2,山东,烟台
5,122.12754097831323,37.5164305480148,5799,2,山东,威海
5,119.16837791142822,36.71265155126753,16142,6,山东,潍坊
5,116.36555674397472,37.441308454576266,10361,1,山东,德州
5,115.99158784830443,36.46275818769411,8720,5,山东,聊城
5,117.0944948347959,36.2058580448846,7762,2,山东,泰安
5,117.33054194483896,34.815994048435115,4564,2,山东,枣庄
5,118.06145253489896,36.81908568332188,5964,1,山东,淄博
5,115.48754503343376,35.23940742476551,12159,1,山东,菏泽
5,104.07274727406208,30.578993724029967,14335,5,四川,成都
5,106.11750261487228,30.84378250833704,12514,1,四川,南充
5,106.63955268233484,30.461746110678995,6339,3,四川,广安
5,107.47459385897544,31.21430772392745,16605,3,四川,达州
5,106.7515853031645,31.872888585956545,12312,1,四川,巴中
5,104.6855618607612,31.473663048745863,20248,1,四川,绵阳
5,105.06458802499718,29.58588653832045,5386,1,四川,内江
5,105.4485240693266,28.87766830360723,12232,1,四川,泸州
5,104.6494037048691,28.75800702855183,13271,1,四川,宜宾
5,103.7725376036347,29.55794071745811,12723,1,四川,乐山
5,126.54161509031664,45.80882582795218,53186,12,黑龙江,哈尔滨
5,126.97535687530132,46.6600321798244,35211,10,黑龙江,绥化
5,131.14797357255904,46.68238905377044,22802,16,黑龙江,双鸭山
5,130.97561865876668,45.300872317823895,22551,8,黑龙江,鸡西
5,123.92457086841536,47.3599771860153,44287,1,黑龙江,齐齐哈尔
5,130.327359092573,46.80568999085779,32470,1,黑龙江,佳木斯
5,129.6395397783469,44.55624570898632,38827,1,黑龙江,牡丹江
5,131.01154459102744,45.77630032154785,6221,1,黑龙江,七台河
5,108.94646555063274,34.34726881662395,246,6,陕西,西安
5,107.02943020926465,33.073799907833795,27093,1,陕西,汉中
5,107.2445753670404,34.36891564286998,18120,2,陕西,宝鸡
5,108.95240424835922,34.902637080502906,3881,1,陕西,铜川
5,109.92441788136406,33.87863385220776,19581,1,陕西,商洛
5,108.3734508258186,22.82260660118716,22099,1,广西,南宁
5,110.1861948731516,25.24169878354397,27845,1,广西,桂林
5,106.62458932565384,23.90818593429596,36206,1,广西,百色
5,116.84558075595014,38.31021514110704,13488,2,河北,沧州
5,114.5456282282352,36.631262731204046,12047,4,河北,邯郸
5,118.1864594720398,39.63658372414733,13829,2,河北,唐山
5,115.4714638376858,38.87998776845534,22135,1,河北,保定
5,116.69058173342547,39.54336666275853,6420,1,河北,廊坊
5,114.89257223145164,40.7732372026915,36303,1,河北,张家口
5,117.9693975099668,40.95785601233803,39719,1,河北,承德
5,119.5259671942601,39.89472719832739,7813,2,河北,秦皇岛
5,102.83944512326052,24.886272111644136,21000,3,云南,昆明
5,100.16212100931848,25.708468324967736,29500,3,云南,大理
5,99.16801175601306,25.11785803166449,19637,1,云南,保山
5,109.51855670139908,18.25873629174785,1918,2,海南,三亚
5,110.2067198964201,20.052113086180366,2315,5,海南,海口
5,109.58745583568611,19.5271461100442,3400,1,海南,儋州
5,110.01351091010903,19.74434867164637,2068,3,海南,澄迈
5,117.19057910346255,29.27885446446956,315,1,海南,昌江
5,110.80450870631743,19.54906208312072,2486,2,海南,文昌
5,112.75959475565928,37.69283940975972,16391,1,山西,晋中
5,112.55639149167204,37.87698902884778,6909,2,山西,太原
5,112.8585782313288,35.49628458647257,9425,1,山西,晋城
5,113.58761666287546,37.862360847859385,4559,1,山西,阳泉
5,111.52553022403072,36.093741895419726,20301,1,山西,临汾
5,122.1771181899173,40.72579099974712,4121,3,辽宁,盘锦
5,123.00137251399408,41.11505359694933,9252,2,辽宁,鞍山
5,106.63657676352776,26.653324822309752,8035,3,贵州,贵阳
5,107.03792295677086,27.728325334416603,30763,3,贵州,遵义
5,105.95441712388904,26.25925237871499,9269,1,贵州,安顺
5,103.84052119633628,36.067234693545565,13083,2,甘肃,兰州
5,104.1444508283435,36.55082533041454,21210,2,甘肃,白银
5,102.91758468825805,34.98913990996821,4384,1,甘肃,甘南
5,125.3306020759069,43.82195350104314,24592,3,吉林,长春
5,124.35648155715892,43.171993571561,10296,1,吉林,四平
5,129.4773763202274,42.91574303372181,43474,1,吉林,延边
5,125.94660627598029,41.733815801613424,15698,1,吉林,通化
5,111.75550856170946,40.84842299711348,17420,2,内蒙古,呼和浩特
5,118.8955203975195,42.2616861034116,90021,1,内蒙古,赤峰
5,122.25052178737631,43.657980083916655,58863,1,内蒙古,通辽
5,106.23849358740016,38.4924600555096,8874,2,宁夏,银川
5,106.20537126663626,38.00371291345338,21420,1,宁夏,吴忠
5,87.62443993536046,43.83076320429048,13788,3,新疆,乌鲁木齐
6,114.31158155473231,30.598466736400987,8483,1985,湖北,武汉
6,113.96346265773938,30.924526261070227,8941,172,湖北,孝感
6,114.8784904841078,30.4593588576181,17453,144,湖北,黄冈
6,113.38945001822157,31.6965167723283,9616,38,湖北,随州
6,112.24552262926136,30.340842107742912,14456,56,湖北,荆州
6,112.12853720100244,32.014796804669224,19626,69,湖北,襄阳
6,115.0455329089436,30.2052078489416,4583,68,湖北,黄石
6,111.29254921035434,30.69744648449237,21081,23,湖北,宜昌
6,112.20639298023002,31.041732575569625,12100,35,湖北,荆门
6,114.901607388271,30.39657217331699,1582,98,湖北,鄂州
6,114.32851909026844,29.84705594764649,10019,33,湖北,咸宁
6,110.80452956069568,32.63506185840116,23698,43,湖北,十堰
6,113.44960935856368,30.33358775114635,2538,52,湖北,仙桃
6,113.17240916632808,30.66962183009948,2622,16,湖北,天门
6,112.9054740908161,30.40835793241892,2004,6,湖北,潜江
6,114.06455183658753,22.548456637984177,1998,17,广东,深圳
6,113.27143134445974,23.13533630669501,7249,14,广东,广州
6,113.58255478654918,22.27656465424921,1737,9,广东,珠海
6,113.12851219549718,23.02775875078891,3798,3,广东,佛山
6,113.75842045787648,23.02730841164339,2460,3,广东,东莞
6,114.4235580165817,23.1163588547256,11347,2,广东,惠州
6,116.68852864054833,23.35909171772515,2199,3,广东,汕头
6,110.36555441392824,21.27672343901208,13263,1,广东,湛江
6,113.08855619524044,22.584603880965,9505,3,广东,江门
6,116.12953737612249,24.29417753220621,15865,1,广东,梅州
6,114.7074462729064,23.749684370959752,15654,1,广东,河源
6,114.09748283304512,32.15301454753105,18916,16,河南,信阳
6,112.53450131351325,32.99656220465144,26511,10,河南,南阳
6,113.63141920733916,34.75343885045448,7568,8,河南,郑州
6,114.02847078173272,33.01784241674367,15086,7,河南,驻马店
6,115.66244933826238,34.4202016658586,10703,4,河南,商丘
6,114.7079826661061,33.643083575264406,11961,2,河南,周口
6,113.19952856052156,33.772050748691015,7910,2,河南,平顶山
6,113.93360046733228,35.3096399303368,8291,2,河南,新乡
6,114.39950042177432,36.10594098401491,7352,3,河南,安阳
6,113.85847553685502,34.04143161161871,4979,2,河南,许昌
6,114.02342077764726,33.5877107071022,2692,3,河南,漯河
6,112.4594212983115,34.62426277921943,15236,1,河南,洛阳
6,114.32076511162192,34.80401391129182,6239,1,河南,开封
6,113.24854783457334,35.22096325403899,3972,2,河南,焦作
6,114.30359364247649,35.7523574114,2140,2,河南,鹤壁
6,115.03559747034215,35.76759302890629,4271,2,河南,濮阳
6,112.94547319535287,28.23488939994364,11816,6,湖南,长沙
6,113.13548942422142,29.3631782939259,14858,4,湖南,岳阳
6,111.474432885931,27.245270272808565,20822,3,湖南,邵阳
6,111.70545217995836,29.03774999940688,18176,2,湖南,常德
6,112.00150349288418,27.703208596991583,8110,6,湖南,娄底
6,113.14047079776428,27.833567639016444,11248,2,湖南,株洲
6,112.36151595471031,28.559711178489888,12320,1,湖南,益阳
6,111.61945505792228,26.42586411790009,22259,2,湖南,永州
6,113.02146049909462,25.776683273601865,19342,2,湖南,郴州
6,112.95046418076468,27.835702227135585,5005,3,湖南,湘潭
6,117.23344266497664,31.826577833686887,11496,13,安徽,合肥
6,115.8204361249132,32.89606099485221,10119,8,安徽,阜阳
6,117.39551332813694,32.921523704350825,5959,11,安徽,蚌埠
6,115.7844632112745,33.850642695788835,8429,9,安徽,亳州
6,117.1212827542562,30.53922247681024,13528,5,安徽,安庆
6,116.52640966418568,31.741450815322555,15351,10,安徽,六安
6,118.5135795794315,31.676265597609103,4049,1,安徽,马鞍山
6,118.43943137653524,31.358536655799263,6026,2,安徽,芜湖
6,116.97054394561262,33.65209532645213,9787,1,安徽,宿州
6,117.81847679445748,30.95123323991339,2992,1,安徽,铜陵
6,117.00638885071616,32.63184739905333,5650,7,安徽,淮南
6,115.8645894423166,28.68945529506072,7195,6,江西,南昌
6,115.96066124030492,29.666660847999456,19077,2,江西,九江
6,114.9235346513963,27.823578697788587,3160,8,江西,新余
6,117.94945960312224,28.460625921851733,22737,6,江西,上饶
6,114.4235636759064,27.820856421848216,19668,5,江西,宜春
6,114.9405033729825,25.83517610349765,39363,5,江西,赣州
6,116.36453876864373,27.954892253419565,18798,3,江西,抚州
6,115.00051072001251,27.119726826070448,25285,1,江西,吉安
6,117.0755754270272,28.26578706319141,3560,1,江西,鹰潭
6,120.59241222959322,31.303564074441766,8395,3,江苏,苏州
6,118.80242172124584,32.06465288561847,6586,8,江苏,南京
6,117.29057543439453,34.21266655011306,11445,3,江苏,徐州
6,119.11976413248364,33.55666778025387,9816,3,江苏,淮安
6,120.318583288106,31.498809732685714,4572,3,江苏,无锡
